qseqid	sseqid	pident	length	qlen	mismatch	gapopen	gaps	nident	qstart	qend	sstart	send	evalue	qcovs	qcovhsp	bitscore
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	slgT|MF990789.1_prot_AXH01269.1_6_[gene=slgT]_[locus_tag=streptolancidinG_00006]_[protein=lantibiotic_transporter_protein_SlgT]_[protein_id=AXH01269.1]_[location=5487..7595]_[gbkey=CDS]	28.182	220	85416	142	7	16	62	68006	67371	464	675	5.26e-10	3	1	62.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	slgT|MF990789.1_prot_AXH01269.1_6_[gene=slgT]_[locus_tag=streptolancidinG_00006]_[protein=lantibiotic_transporter_protein_SlgT]_[protein_id=AXH01269.1]_[location=5487..7595]_[gbkey=CDS]	28.182	220	85416	133	9	25	62	37932	38552	469	676	1.69e-09	3	1	60.8
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	slgT|MF990789.1_prot_AXH01269.1_6_[gene=slgT]_[locus_tag=streptolancidinG_00006]_[protein=lantibiotic_transporter_protein_SlgT]_[protein_id=AXH01269.1]_[location=5487..7595]_[gbkey=CDS]	26.108	203	85416	136	5	14	53	84353	83775	482	680	2.30e-09	3	1	60.5
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A916L4V1	30.159	378	85416	197	11	67	114	14772	13654	113	428	9.73e-38	3	1	146
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A916L4V1	32.864	213	85416	131	8	12	70	37941	38558	198	405	3.07e-16	3	1	81.6
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A916L4V1	27.411	197	85416	133	5	10	54	67955	67380	208	399	5.69e-11	3	1	65.1
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A916L4V1	23.611	216	85416	129	6	36	51	84350	83769	208	409	1.45e-07	3	1	53.9
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A559A8Q9	30.789	380	85416	190	10	73	117	14772	13657	402	716	1.07e-37	3	1	151
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A559A8Q9	34.101	217	85416	129	7	14	74	37932	38558	484	694	6.51e-21	3	1	98.2
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A559A8Q9	30.102	196	85416	129	5	8	59	67955	67380	497	688	1.47e-14	3	1	77.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A559A8Q9	26.549	226	85416	139	8	27	60	84398	83775	480	696	5.24e-09	3	1	59.3
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW3	30.526	380	85416	191	10	73	116	14772	13657	402	716	1.73e-37	3	1	150
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW3	33.641	217	85416	130	7	14	73	37932	38558	484	694	1.96e-20	3	1	96.7
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW3	30.102	196	85416	129	5	8	59	67955	67380	497	688	1.72e-14	3	1	77.0
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW3	25.909	220	85416	148	7	15	57	84398	83775	480	696	5.15e-09	3	1	59.3
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW5	30.526	380	85416	191	10	73	116	14772	13657	402	716	1.93e-37	3	1	150
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW5	33.641	217	85416	130	7	14	73	37932	38558	484	694	2.05e-20	3	1	96.3
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW5	30.102	196	85416	129	5	8	59	67955	67380	497	688	1.65e-14	3	1	77.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW5	25.909	220	85416	148	7	15	57	84398	83775	480	696	5.24e-09	3	1	59.3
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A4J2GMP9	30.526	380	85416	191	10	73	116	14772	13657	402	716	2.03e-37	3	1	150
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A4J2GMP9	33.641	217	85416	130	7	14	73	37932	38558	484	694	1.96e-20	3	1	96.7
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A4J2GMP9	30.102	196	85416	129	5	8	59	67955	67380	497	688	1.71e-14	3	1	77.0
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A4J2GMP9	25.909	220	85416	148	7	15	57	84398	83775	480	696	5.29e-09	3	1	59.3
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW2	30.526	380	85416	191	10	73	116	14772	13657	402	716	2.36e-37	3	1	150
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW2	34.101	217	85416	129	7	14	74	37932	38558	484	694	7.28e-21	3	1	97.8
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW2	30.102	196	85416	129	5	8	59	67955	67380	497	688	1.44e-14	3	1	77.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW2	26.549	226	85416	139	8	27	60	84398	83775	480	696	5.38e-09	3	1	59.3
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3ECC8	30.526	380	85416	191	10	73	116	14772	13657	402	716	2.42e-37	3	1	150
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3ECC8	34.101	217	85416	129	7	14	74	37932	38558	484	694	6.74e-21	3	1	97.8
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3ECC8	30.102	196	85416	129	5	8	59	67955	67380	497	688	1.38e-14	3	1	77.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3ECC8	26.549	226	85416	139	8	27	60	84398	83775	480	696	5.11e-09	3	1	59.3
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0AAP5J5V7	30.526	380	85416	191	10	73	116	14772	13657	402	716	3.05e-37	3	1	150
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0AAP5J5V7	34.101	217	85416	129	7	14	74	37932	38558	484	694	6.34e-21	3	1	98.2
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0AAP5J5V7	30.102	196	85416	129	5	8	59	67955	67380	497	688	1.43e-14	3	1	77.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0AAP5J5V7	26.549	226	85416	139	8	27	60	84398	83775	480	696	4.82e-09	3	1	59.3
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4M3JV41	30.688	378	85416	195	11	67	116	14772	13654	397	712	3.15e-37	3	1	150
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4M3JV41	32.407	216	85416	134	8	12	70	37932	38558	479	689	3.76e-16	3	1	82.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4M3JV41	27.919	197	85416	132	5	10	55	67955	67380	492	683	1.56e-11	3	1	67.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4M3JV41	24.074	216	85416	128	6	36	52	84350	83769	492	693	3.23e-08	3	1	56.6
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A0E9GYL6	30.526	380	85416	191	10	73	116	14772	13657	402	716	3.33e-37	3	1	149
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A0E9GYL6	34.101	217	85416	129	7	14	74	37932	38558	484	694	7.09e-21	3	1	97.8
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A0E9GYL6	30.102	196	85416	129	5	8	59	67955	67380	497	688	1.39e-14	3	1	77.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A0E9GYL6	26.549	226	85416	139	8	27	60	84398	83775	480	696	5.42e-09	3	1	59.3
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	scbA|MF990779.1_prot_AXH01215.1_1_[gene=scbA]_[locus_tag=streptococcinB_00001]_[protein=lactococcin_972_family_bacteriocin_ScbA]_[protein_id=AXH01215.1]_[location=1..297]_[gbkey=CDS]	100.000	98	85416	0	0	0	98	70399	70106	1	98	3.41e-37	0	0	133
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EC43	30.526	380	85416	191	10	73	116	14772	13657	402	716	4.02e-37	3	1	149
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EC43	34.101	217	85416	129	7	14	74	37932	38558	484	694	7.66e-21	3	1	97.8
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EC43	30.102	196	85416	129	5	8	59	67955	67380	497	688	1.57e-14	3	1	77.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EC43	26.549	226	85416	139	8	27	60	84398	83775	480	696	5.52e-09	3	1	59.3
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A1C0UQ91	30.526	380	85416	191	10	73	116	14772	13657	402	716	4.09e-37	3	1	149
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A1C0UQ91	33.641	217	85416	130	7	14	73	37932	38558	484	694	2.01e-20	3	1	96.3
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A1C0UQ91	30.612	196	85416	128	5	8	60	67955	67380	497	688	4.70e-15	3	1	79.0
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|A0A1C0UQ91	26.549	226	85416	139	8	27	60	84398	83775	480	696	1.05e-08	3	1	58.2
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW1	30.526	380	85416	191	10	73	116	14772	13657	402	716	4.67e-37	3	1	149
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW1	33.641	217	85416	130	7	14	73	37932	38558	484	694	2.14e-20	3	1	96.3
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW1	30.612	196	85416	128	5	8	60	67955	67380	497	688	4.28e-15	3	1	79.0
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW1	26.549	226	85416	139	8	27	60	84398	83775	480	696	1.13e-08	3	1	58.2
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0AA87CAE1	30.688	378	85416	195	11	67	116	14772	13654	402	717	5.19e-37	3	1	149
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0AA87CAE1	33.333	216	85416	132	8	12	72	37932	38558	484	694	6.34e-17	3	1	85.1
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0AA87CAE1	27.919	197	85416	132	5	10	55	67955	67380	497	688	1.62e-11	3	1	67.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0AA87CAE1	24.272	206	85416	140	6	16	50	84350	83769	497	698	7.55e-08	3	1	55.5
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW4	30.526	380	85416	191	10	73	116	14772	13657	402	716	7.33e-37	3	1	149
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW4	34.101	217	85416	129	7	14	74	37932	38558	484	694	9.65e-21	3	1	97.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW4	30.102	196	85416	129	5	8	59	67955	67380	497	688	1.28e-14	3	1	77.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW4	26.549	226	85416	139	8	27	60	84398	83775	480	696	1.52e-08	3	1	57.8
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW0	30.526	380	85416	191	10	73	116	14772	13657	402	716	8.23e-37	3	1	148
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW0	34.101	217	85416	129	7	14	74	37932	38558	484	694	1.02e-20	3	1	97.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW0	30.102	196	85416	129	5	8	59	67955	67380	497	688	1.21e-14	3	1	77.8
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EBW0	26.549	226	85416	139	8	27	60	84398	83775	480	696	1.49e-08	3	1	57.8
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EC46	30.526	380	85416	191	10	73	116	14772	13657	402	716	8.30e-37	3	1	148
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EC46	34.101	217	85416	129	7	14	74	37932	38558	484	694	9.32e-21	3	1	97.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EC46	30.102	196	85416	129	5	8	59	67955	67380	497	688	1.21e-14	3	1	77.8
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	blpA|G3EC46	26.549	226	85416	139	8	27	60	84398	83775	480	696	1.46e-08	3	1	57.8
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A2U3RYB1	30.000	380	85416	193	10	73	114	14772	13657	226	540	9.25e-37	3	1	145
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A2U3RYB1	33.180	217	85416	131	7	14	72	37932	38558	308	518	3.73e-20	3	1	94.7
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A2U3RYB1	31.122	196	85416	127	5	8	61	67955	67380	321	512	1.03e-15	3	1	80.5
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A2U3RYB1	26.106	226	85416	140	8	27	59	84398	83775	304	520	7.68e-09	3	1	58.5
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0AAP5JBQ0	30.423	378	85416	196	11	67	115	14772	13654	402	717	1.13e-36	3	1	148
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0AAP5JBQ0	32.870	216	85416	133	8	12	71	37932	38558	484	694	1.64e-16	3	1	83.6
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0AAP5JBQ0	27.919	197	85416	132	5	10	55	67955	67380	497	688	2.33e-11	3	1	67.0
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0AAP5JBQ0	24.074	216	85416	128	6	36	52	84350	83769	497	698	4.70e-08	3	1	56.2
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4J1Q9J1	30.423	378	85416	196	11	67	115	14772	13654	402	717	1.15e-36	3	1	148
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4J1Q9J1	32.870	216	85416	133	8	12	71	37932	38558	484	694	1.60e-16	3	1	84.0
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4J1Q9J1	27.919	197	85416	132	5	10	55	67955	67380	497	688	2.12e-11	3	1	67.0
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4J1Q9J1	24.074	216	85416	128	6	36	52	84350	83769	497	698	4.74e-08	3	1	56.2
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4J2A842	30.423	378	85416	196	11	67	115	14772	13654	402	717	1.25e-36	3	1	148
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4J2A842	32.870	216	85416	133	8	12	71	37932	38558	484	694	1.63e-16	3	1	83.6
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4J2A842	27.919	197	85416	132	5	10	55	67955	67380	497	688	2.37e-11	3	1	67.0
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4J2A842	24.074	216	85416	128	6	36	52	84350	83769	497	698	4.66e-08	3	1	56.2
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4J1RVQ2	30.688	378	85416	195	11	67	116	14772	13654	403	718	1.90e-36	3	1	147
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4J1RVQ2	32.870	216	85416	133	8	12	71	37932	38558	485	695	2.00e-16	3	1	83.6
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4J1RVQ2	27.919	197	85416	132	5	10	55	67955	67380	498	689	1.90e-11	3	1	67.4
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A4J1RVQ2	24.074	216	85416	128	6	36	52	84350	83769	498	699	4.29e-08	3	1	56.2
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0AA95D8I1	30.423	378	85416	196	11	67	115	14772	13654	402	717	2.51e-36	3	1	147
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0AA95D8I1	32.870	216	85416	133	8	12	71	37932	38558	484	694	3.51e-16	3	1	82.8
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0AA95D8I1	27.919	197	85416	132	5	10	55	67955	67380	497	688	4.15e-11	3	1	66.2
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0AA95D8I1	24.074	216	85416	128	6	36	52	84350	83769	497	698	7.18e-08	3	1	55.5
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A0T8H8N3	30.423	378	85416	196	11	67	115	14772	13654	402	717	2.74e-36	3	1	147
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A0T8H8N3	32.870	216	85416	133	8	12	71	37932	38558	484	694	1.75e-16	3	1	83.6
GCA_001082985.2|CNRH02000107.1_Streptococcus_pneumoniae_strain_R34-3202_genome_assembly,_contig:_R34-3202_contig_75,_whole_genome_shotgun_sequence	comA|A0A0T8H8N3	27.919	197	85416	132	5	10	55	67955	67380	497	688	2.39e-11	3	1	67.0
